"id","shop_price","shop_title","shop_category_1","shop_category_2","shop_brand","suitableForSkinType","howManyPeopleWantToUse","howManyPeopleLikeToUseIt","howManyComments","shop_comment"
"1265","268.0","CF药妆匀白红酒晚霜","面部护理","面霜","CF药妆 (cdefarma)","霜状","1176","1150","52","　　斑不是一天两天就能去掉的，用的菲泊丝丽的祛斑霜，脸上的斑点就慢慢淡化没有了，现在也没复发...,　　我是用菲泊丝丽去掉的，现在快一年了也没有反弹，还推荐给了好几个朋友用...,美白肌肤，紧致效果不错啊，很好的补水提亮肤色啊，还可以去除脸上的小细纹，嫩白肌肤很好啊。...,赞一个...,很赞...,一直在用这款...,初用这款霜是在8月中旬时，当时觉得有点厚，但霜体非常细腻，现在用感觉滋润度就不错了。呵呵，还有一个，气味满舒服的。有红酒的香味，而且早上起来气色也好很多....,第二天早晨洗脸滑滑的，干燥问题有所改善！贵在坚持吧！用段时间再看效果...,一点都不油，细纹也变淡了许多，修复实在太强大了，涂完脸后如果觉得比较油，就用喷雾喷在脸上再按摩促进吸收就会觉得清爽了，用过的最好的面霜，强烈推荐。...,季节更替需更换衣物，而我们的肌肤也应该适时换季养护啦！换季很烦恼，各种皮肤问题也随之而来，CF药妆匀白红酒晚霜天然、温和、无刺激，敏感肌肤的救星，换季必备单品。滋养修复各类型的肌肤，容易吸收且不油腻，让..."
"1266","48.0","Cyber Colors持久凝胶眼线膏","彩妆","眼线笔/液/胶","Cyber Colors",,"1070","600","42","朋友送的...,非常好...,黑色很饱满，不错的...,近期超爱的这个Cyber Colors持久凝胶眼线膏，质地细腻，又方便使用，搭配正流行的颜色，妆感光亮饱满！...,喜欢这个品牌很久啦...,这款眼线笔十分好用,笔尖比较柔软,而且一天都不会掉妆,这样就不用担心眼睛变成大熊猫了.感觉还不错...,这款眼线笔是比较奢侈了点，但是我用过的很多眼线画了之后都会掉泪，，而此款却不会，让我感觉很舒服，不会担心掉眼泪或者是出现熊猫眼的。...,差点意思...,还行 可以尝试...,很好画，适合新手..."
"1267","0.0","Cyber Colors眼线笔","彩妆","眼线笔/液/胶","Cyber Colors",,"638","774","49","很细，不防水，不晕但是很容易擦掉，而且笔头太硬有时候戳到眼皮根本不能好好画，是蓝黑色的其实。...,还会回购的...,挺好的...,凑合，感觉不错...,这款Cyber Colors眼线笔果然不错，一直在用，Cyber Colors家的产品一直以来就是比较喜欢的，很好，它的颜色也很漂亮，使妆容看起来给人很舒服的感觉。...,最值得夸赞的就是不晕染，非常好...,Cyber Colors的眼线笔让人印象非常深刻，从上市起就一直长草，用起来感觉很好，的质地，效果也不错，显得气色很好！...,喜欢这个品牌很久啦...,上色效果还好，关键是比较流畅，眉笔颜色相对淡一些，很适合亚洲人的肤色，涂上去比较自然，持久效果就一般啦...如果是新手的话，可以考虑入手哦...,眼睛和眉毛在整个面部占很重要地位，要想给人留下好印象的话，那就要着重画下眉，眉的形状。画出的眉比较自然，同事都说挺好看的，只是一不小心就会擦掉，用烦了就换了眉彩...很好用，上妆很自然，颜色也很漂亮，持久..."
"1268","0.0","Cyber Colors牛油果修护润唇膏","眼唇护理","润唇膏","Cyber Colors",,"738","642","44","上次在香港买的，很便宜！一口气买了三支！...,质感很好！膏体软，但是又不至于在大夏天软到融化那样。包装比起塑料的那种管子看起来有质感很多，像口红。...,看了大家评价就去sasa准备买，还好我看了一下成份表，上面赫然写着mineral oil，就是矿物油。。果断放下...,特别滋润，而且没有味道，就喜欢这种唇膏，跟曼秀雷敦的那款小白管一样好用~...,膏体软 很好涂抹 抹后也很滋润 而且价格也便宜 很不错...,滋润是真的，但是对我没多大用，而且消耗特别快，估计最多一个月就用完了...,就喜欢这个...,我一直记得sasa这款唇膏是40多港币的样子，但是厷主~貌似在卓越买的28港币。是我记错了，还是卓越更便宜有待于大家考证啦！楼楼近期米有去香港的打算  很美貌吧，金黄色的管相当奢华~我的这支在包包里经过钥匙、手机...,跟风买的...,去香港SASA必败之物。我用润唇膏不多，但这款我最爱。第一次买时Bar介绍给我的。这个品牌有好几个味道的，我记得我用的banana的。不知道为什么上网没找到这个系列。一用就完全控制不住。30年来用过最棒的润唇膏，没有..."
"1269","38.0","Cyber Colors眼线笔","彩妆","眼线笔/液/胶","Cyber Colors",,"992","828","48","非常棒的产品...,我很喜欢...,快干持久...,Cyber Colors的眼线笔让人印象非常深刻，从上市起就一直长草，用起来感觉很好，的质地，效果也不错，显得气色很好！...,与其他的眼线笔/液/胶相比，一直都喜欢的质地，那种感觉，几乎没有任何妆感，给人一种天生就有的好气色感觉。这款使用起来也非常的方便。...,用起来还行...,准确描绘完美弧度，细致填补眉毛空隙精致眉刷，加固眉型，梳出自然持久眉型防水配方，快速定型...,很赞...,这款Cyber Colors眼线笔果然不错，一直在用，Cyber Colors家的产品一直以来就是比较喜欢的，很好，它的颜色也很漂亮，使妆容看起来给人很舒服的感觉。...,比较好上色，不容易花妆..."
"1270","168.0","Cyber Colors光彩美白修护双用粉饼","彩妆","粉饼","Cyber Colors",,"640","934","51","本人肤色比较暗沉。用这款粉饼不会感觉整张脸会紧绷，肤皮看起来会好很多，整个人看起来有精神多了。下次去还得再买一盒回来，写写自己的感受让朋友参考参考，希望能帮得上你们。...,sasa BA推荐，2号色，感觉还可以，粉质在这个价位来说还算细腻吧，没用过别的粉饼，没有比较...,用过的粉饼少，这款买的是002，颜色比较自然，不过貌似没什么提亮效果，感觉还是娇兰金钻好用，粉也更细，当然价格摆在那，经常化妆的底子好的妹子可以考虑...,携带方便的，包装很小巧，补妆或者去油光什么的，效果很好，基本上能把一些瑕疵遮盖住。。。...,用起来日常是够用的了，粉质喜欢啊，裸妆感觉很棒的，用后感觉蛮好的啊，真心不错~~~...,防晒指数一般般，用起来日常是够用的了，粉质喜欢啊，裸妆感觉很棒的，用后感觉蛮好的啊，真心不错...,感觉不大...,用了感觉不错...,sasa邮购来的，同时买了她家的粉底液，感觉不错，很水润。这款和TBS的一个粉饼很像，具体哪个好还是有待发掘。 这个粉饼看着颜色巨深，其实擦上去还不错。就是海绵味道太难闻了。。。一定要换！...,大力推荐..."
"1271","43.0","Cyber Colors柔和眼部卸妆液","彩妆","卸妆品","Cyber Colors",,"870","858","50","卸不干净，油油的，很鸡肋的东西不会回购...,卸妆效果一般般，有时候不干净，甚至要大力点搓才会卸掉 和一般水油分离效果一样...,水油分离的状态，使用之前需要摇匀，很小的分量，不过只用过眼唇来说可以了，配合化妆棉使用，卸妆很干净也很温和。...,在sasa一个帅哥ba推荐的，很不错卸得干净，用后没出现过敏、长闭口等症状。...,香港买的，用过的最舒服的卸妆液，轻轻一抹就干净了。而且不油，卸了妆用洗面奶随便洗一下就成。舞台妆、假睫毛完全无压力。还会再买...,用起来还行...,莎莎网购 卸妆力度一般 与faceshop的卸妆蜜对比过 后者要比前者卸得透 不过这个瓶子小 携带起来很方便...,卸彩妆也不错...,用了很惊喜...,差点意思..."
"1272","0.0","Cyber Colors闪亮眼线液","彩妆","眼线笔/液/胶","Cyber Colors",,"1176","822","52","挺好的...,凑合，感觉不错...,很棒的产品...,真好，不错...,Cyber Colors的眼线笔/液/胶产品，从来都是我的第一选择。首选这款闪亮眼线液也是有它的道理。这款眼线笔/液/胶手感非常好，颜色也很正，适合不同不同肤色的JMS...,化上去使我的眼睛显的更大更有神。...,很好控制，能流畅画出好线条...,最值得夸赞的就是不晕染，非常好...,这是一款很赞的眼线笔/液/胶，包装很漂亮，使用感觉也不错，重要的是能够起到的作用，而且颜色很好，用了之后很有精神的感觉。...,近期超爱的这个Cyber Colors闪亮眼线液，质地细腻，又方便使用，搭配正流行的颜色，妆感光亮饱满！..."
"1273","0.0","自然美人燕窝全效美白眼霜","眼唇护理","眼霜","自然美人 (ZRMR)",,"654","954","34","爱这个宝贝...,用了感觉不错...,希望可以延缓眼部衰老，这用起来还比较舒服。...,不油腻，除了对淡化黑眼圈和眼袋有比较明显的效果.丰润丝滑质地，为眼周纤弱肌肤特别定制，瞬间吸收，带来持久舒适感...,干细胞修护，眼袋是比较难去除的，但水润质地带来的感受还是不错的，保湿滋润，舒缓眼部，结合使用手法促进眼部血液循环，年轻肌肤也能接收的感觉。...,还行吧...,使用期间眼角皱纹没有增多，似乎还有所减少，这让老人家非常惊喜。眼霜看上去是乳液状的，十分容易就推开了，质地十分清爽清薄，吸收效果也不错。用来打底非常不错，应该不会长脂肪粒。...,一个这样的眼霜，很超值。同时可以减少黑眼圈和细纹。用其他韩国日本的眼霜觉得不好吸收和腻，这款按摩三下就彻底吸收，很神奇。。...,搞活动会买的，平时不会买...,非常喜欢的包装，涂抹吸收好，滋润度不错。..."
"1274","0.0","自然美人雪样肌肤白丽素","面部护理","精华","自然美人 (ZRMR)",,"1174","1140","34","赞一个...,还行吧...,很好 推荐给大家...,推荐给大家...,还行 可以尝试...,用后真的效果很明显，很白，滋润度不错，易吸收，用后肌肤滑滑的。...,一般般吧...,效果不大 性价比一般...,我的皮肤灰暗、发黄、没有光泽，这是由于长期接触电脑，造成一些娇嫩部位的皮肤伤害，所以选择他来帮助我抵抗辐射。至于效果，真的不好说。...,用了两个月，皮肤状况明显改善，现在出门有时都不用粉底液和粉饼了，照样气色很好。..."
"1275","0.0","自然美人消红血丝素","面部护理","精华","自然美人 (ZRMR)",,"962","1148","36","我很喜欢...,这个不错的...,看了包装才买的...,还可以，一般...,配合精华水每次用了后感觉毛孔的确有隐形的效果，但说是细致，其实不如说感觉毛孔像被填了满了更恰当，所以感觉隐形了。长期使用并没有真正感觉毛孔缩小了。...,用好只后脸色又白有嫩人人都说我皮肤怎么变好拉变白了开心死我了哈哈!...,就喜欢这个...,季节更替需更换衣物，而我们的肌肤也应该适时换季养护啦！换季很烦恼，各种皮肤问题也随之而来，自然美人消红血丝素天然、温和、无刺激，敏感肌肤的救星，换季必备单品。滋养修复各类型的肌肤，容易吸收且不油腻，让...,有局限性这个...,能改善疲惫的脸色，令肌肤柔嫩、光滑、透亮，重现美白柔嫩，完美容颜升级及自信心打造，很适合我..."
"1276","0.0","自然美人超级美白改善敏感肌肤滋润","身体护理","香皂","自然美人 (ZRMR)",,"686","862","37","这款产品感觉非常不错，产品泡沫很细腻，使用起来比较温和，清洁效果也很不错，使用后肌肤感觉水润不紧绷，大爱的一款比很多洁面皂都好清肌晶一类全被比下去，我是换季皮肤又干又过敏，平时用的无泡洁面又不想用了，...,这款香皂的外型很漂亮哦，心型设计。味道不是很喜欢哦，但也能接受i哦。洗的还是可以的哦，对于洗手沐浴什么的是够了，洗脸的话感觉会干哦。泡沫还是很丰富的哦。...,这款香皂我是看上了她的形状很可爱才收的，虽然这香皂没有什么可取之处，不过也还算不那么坑人用起来泡沫还挺丰富的，不过就是性价比很一般，不会再买的那种...,洗过后觉得皮肤很舒服不紧绷 所以后来干脆连洗面奶也不用直接用它了 不过清洁度好像是不够的...,我买他家的产品赠了一小块，泡沫丰富，洗完以后感觉洗得比较干净，当然，我平时不化妆的对清洁力要求也不高。如果下次想买洗脸皂了，可以考虑买一块大的。...,泡沫其实不是特别丰富，但是清洗得超级干净，鼻翼的黑头真的会变少，用清水洗完后特别干净，脸会白亮很多...,作为香皂来说滋润度不错，喜欢用香皂的同学可以考虑~~~我不用它洗背部，因为还是会觉得容易出油的地方不要用它。...,皂体感觉比一般的皂体要软一点点，没那么硬！洗完了身体很滑的，刚开始我还老以为自己没冲干净呢！嘿嘿。...,很喜欢这个 06年开始用他家送的小样  然后 这几年 续续陆陆地买
很温和 泡沫很细腻 感觉洗得很干净  就是冬天用会觉得小干
洗完之后立即做基础护肤 就不觉得干...,用了感觉不错..."
"1277","0.0","自然美人清爽无油珍珠防晒露","彩妆","隔离霜","自然美人 (ZRMR)",,"1044","1096","38","还行吧...,大力推荐...,这个不错的...,非常好...,挺好的...,近期超爱的这个自然美人清爽无油珍珠防晒露，质地细腻，保湿不错，防晒也很好，又方便使用，搭配正流行的颜色，妆感光亮饱满！...,很保湿，很自然，尤其是提亮肤色效果非常好，改善暗哑肤色，令肤色红润，好产品。...,这款隔离霜有多人在用，我是朋友推荐买的，用后我很喜欢呢！...,赠品, 其实我也不知道防晒霜到底有没有效果,不过用了心底踏实些,用来擦脖子,很舒服. 不油...,懒人的必备武器，有了它可以省去好多化妆步骤，质地比较细腻，适合我这个混合肌肤。..."
"1278","98.0","自然美人净白润色防晒隔离霜SPF30","彩妆","隔离霜","自然美人 (ZRMR)",,"1116","688","35","看起来很不错，用后感觉效果不错，质地是不错的，比较细腻，用后感觉吸收很好~~~~~...,30的防晒指数，看起来很不错，用后感觉效果不错，质地是不错的，比较细腻，用后感觉吸收很好。...,还会回购的...,好...,基础护肤完成之后用它很贴服，效果很好，基本上涂完它就能拥有好气色了，是改善肤质的好产品。性价比真的很不错，建议使用！...,非常棒的底妆产品，而且还能修护肌肤，轻松打造透感裸妆肌。...,我是油性皮肤，从冬天用到现在夏天，都是一样的效果，每次用量很少，但抹出来的效果极佳，皮肤看起来很自然，很有光泽，且不油，这一点最重要。而且我天天用电脑，真的需要一款这样的隔离霜！......,遮瑕度高，眼周暗沉跟痘疤都可以遮掉大半，而且很容易推开，用量也很省，我用过多款隔离，这款算是最好用，而且最适合我肤色的产品，小缺点就是有点油，早上擦到了下午就会泛油，较适合冬天使用。...,以前就听朋友介绍过，效果超赞，等到自己尝试的时候才更开心，平时每天都很长时间对着电脑工作，当然啦，隔离是免不了的一道护肤工序，嘿嘿，这款隔离具有点点修颜美白的功效，反正就是超好啦！...,质地很轻薄，润色效果不是很明显，所以感觉特别自然，遗憾的是没有珠光，下次要试试粉色的了！涂了之后觉得脸很白的，而且有点涂不开..."
"1279","0.0","自然美人左旋维他命C美白嫩肤精华液","面部护理","精华","自然美人 (ZRMR)",,"1126","840","39","自然美人左旋维他命C美白嫩肤精华液是一款含有维生素C的美白产品，针对的是暗沉的肤质使用的，质地是温和的，一点不厚重，涂抹在脸上有不错的吸收作用，并且也是温和的，涂抹在脸上吸收的很快，一点不油腻，这款产品...,好...,用起来还行...,很棒的产品...,支持一下...,只用这款...,很棒的产品，推荐...,挺好的...,好东西...,痘肌大作战，油性肌肤爱用品分享心得，摆脱痘痘困扰，祛痘从基础护肤开始。任何护肤品都得试用后辨好坏，使用自然美人左旋维他命C美白嫩肤精华液一周后效果还是令人很满意哒！使用前脸部皮肤干燥暗沉、伴有痘印烦恼；..."
"1280","0.0","艾凡达迷迭香薄荷护发素","美发","护发素","艾凡达 (Aveda)",,"1056","1002","35","力挺这款...,用了感觉不错...,酒店里面配的，感觉比同款的洗发水好用，干性头发就不要尝试了，不够滋润。...,挺好的...,效果不错，用完不黏腻，感觉还是比较不错的。...,我买的是一套，包括洗发露，护发素，发膜。一套用下来，真的舒服。不仅头发香香的，而且很柔顺。...,由于自己的头发又烫又染了，每次用量不需太多，抹完之后手上不会黏黏的，头发也不会黏腻，将近用了一个月头发不论是在自然光还是灯光下都非常光泽，颜色是健康的亮，摸在头发上像水一样，但是还照样滋润...,它们家的产品都不错，几乎没有差的，这款相对来说更好一些了。...,我的头发原来特别的干燥，发质不是特别好，用过好多护发产品效果都不大，水这款产品不错，用过之后头发不像以前那样毛毛躁躁的，比较湿润了，可能用的时间不长，效果不是特别明显，但是还是不比我以前用的好多了，我...,用它按摩头皮，微微发热，增强血液循环，健康头皮发根，柑橘香很美妙，用了以后觉得头很清爽，人也很轻松。..."
"1281","0.0","艾凡达水漾滋养保湿护发素","美发","护发素","艾凡达 (Aveda)",,"866","936","35","不毛躁...,不得不爱啊...,效果不错，用完不黏腻，感觉还是比较不错的。...,当冲洗头发的时候，脸部的刺激会没那么强，味道很香，是我喜欢的味道，对于头发吸收很好，一般的护发素就是感觉盖在上面，不太吸收，这款感觉护发素都被头发吃进去的了，冲洗的时候没有觉得洗下很多护发精华素，但是...,洗发水的味道很喜欢， 护发素用完很滋润，发丝很柔顺， 而且他家还有一款发膜，算是精华素吧， 一周用一次，感觉超赞。...,首先我不是很习惯他的味道，很奇怪，说不出什么味，效果还是可以的，起码头发真的有柔顺点，下次不会用了，因为真的不习惯味道，呵呵...,一般般吧...,它滋润头发的能力不强，如果是在冬天干燥的季节用还是会起静电的，尤其是刮风的时候。觉得还不如潘婷啊沙宣之类的洗护，所以就没再买了。...,18、物真价实的便宜好货...,洗后头发一直香香的，香气持续一整天啊而且很顺滑。质地是乳黄色，也比较容易冲洗干净。..."
"1282","0.0","艾凡达柔顺发丝润发素","美发","护发素","艾凡达 (Aveda)",,"1012","1066","35","膏状抹到发尾立即吸收的精油感觉，洗后非常软顺、根根分明、脑袋都变轻的感觉好吗...,用了那么多年，真心的觉得很好，头发也改善了不少。...,很有针对性的产品，值得推荐。...,希望此产品能让我的头发恢复从前的健康状态，特别期待。...,好用哦，特别好用，也不贵，适合每天使用，每次用后秀发得到特别保护没有丝毫沉重感，更加柔软，顺滑，光艳充满活力。洗完头发后，用毛巾将头发抹干，取适量的护发露轻轻地按摩到头发上，稍稍停留会儿，最后加点水令...,每个爱美的女生都喜欢能把自己的头发弄的美美的，所以各种卷发器，夹板都应运而生。 可每天用这些来给头发做造型，时间长了，就会使头发变的干枯毛躁。 这款产品能有效防止吹风机、电发器等定型工具造成的断发、掉发...,跟风失败了...,没用过这么难用的...,修复滋润效果很强大，隔一天用一次，头发变得顺滑不干燥，之前烫发厉害...,能修护受损的发质，很适合染发人群使用！..."
"1283","0.0","艾凡达卓越概念造型发霜","美发","头发造型","艾凡达 (Aveda)",,"836","880","35","这款口碑不错的...,相信群众的眼光...,不得不爱啊...,说实话对于我来说，定型真用处不大，我只有一次，好粘，现在都没用了。...,在家里做头发必备的一款，一直都在用，值得推荐...,用起来感觉不错的，造型效果挺好很持久...,还可以的...,在理发店的时候，理发师在我半湿的头发上擦，然后吹干，头发就变得非常有型！后来自己买了这个，头发吹出来很蓬松，比不抹的时候好太多！而且不毛躁！持久度就一般了，不过和直接吹干的差距还是很明显的，已经用了3瓶...,不黏手，头发用过之后干爽，不会粘粘的。第二天起来，用清水稍微打湿头发，再用点弹力素，头发立刻卷曲分明...,这个和那种睡一晚上就卷好的那种卷发棒是绝配，一起用头发卷度可以维持一天，真的非常好用..."
"1284","560.0","艾凡达亮白美肌净肤精华","面部护理","精华","艾凡达 (Aveda)",,"1148","938","38","我很喜欢...,用着稍微有点干，保湿滋润度稍微逊色一些，美白嘛我个人觉得是有一点的，用了快3个月了，还是可以感到脸上肤色的一些变化的，这个用量挺费的，每次都感觉像擦不够的似的，每次就多涂一些，所以就费了啊！...,用过后觉得不妆容不大自然。。。。...,这款精华我是白天护理的时候用的。感觉效果还可以。是朋友推荐的，不过我只推荐皮肤基本没状况的朋友使用！...,性价比很高的一款精华。质地很水，不油腻，易吸收，夏天用都不要担心油腻不舒服，重点是保湿效果很好，价格很亲民，还有气味也不错，淡淡的清香。...,质地比较清透，吸收很好啊，可以给肌肤补充水分，平衡油脂。...,都说美白的产品保湿不行，这款到是不会这样，但美白的效果不是很大，用了3个月左右了吧，没啥感觉...,差点意思...,这款产品质地轻薄，涂抹之后迅速吸收，可以有效的缓解皮肤干燥的现象，摆脱了以往厚重浓稠的质地。...,实在是太好用了，虽然价格贵了点，但是真的可以看出来效果呢，晚上配着它家的霜一起用，保湿，滋润又美白，连一直困扰我的痘疤也可以看着一天一天的淡下去，美白效果看得见。..."
"1285","0.0","艾凡达金缕梅轻度定型喷发雾","美发","头发造型","艾凡达 (Aveda)",,"760","1184","39","轻度定性就等于完全没有定型啊。真的也是不懂拿来要喷什么。也是不需要没关系...,香香的哦，很清新的感觉，不粘腻，又护发又能造型，值！...,定型力比较合适我的。我头发到锁骨下面5厘米那样长吧。每天用卷发棒做向内的微卷...,在家里做头发必备的一款，一直都在用，值得推荐...,能很好造型，产品的香气也是我喜欢的类型，不粘腻的感觉也是很满意的！...,从头发能看出一个人的气质，打理好你的头发才有好运气哦！这款使用效果不错...,这几年一直在用的卷发乳...,味道不是很喜欢...,用了一下，香味不错，但造型效果没有想象中的好。个人觉得不适合油性头发使用。...,对卷发很好..."
"1286","150.0","艾凡达Shampure Shampoo草本洗发露","美发","洗发水","艾凡达 (Aveda)",,"861","1150","40","虽然有些小贵，但是很喜欢那个味道，对其成分也很放心，因为本人最喜欢纯植物系列。洗完后很蓬松，也很补水，有益于头皮的保养，对脱发也有一定作用。总之会回购的产品。...,对油皮来说不够控油，洗完第二天就出油了。味道不错。适合中性发质...,草本的天然不刺激啊，很好的呵护头皮免受损害，保湿效果不错啊，很好的味道，泡沫很细腻丰富。...,这是基础款 适合各种人群 没有特定指定功效 是款 温和型洗发。 因为是纯天然的产品 可以放心用，因为没有放那些顺滑剂等的化学成分 所以没有假滑感 ，因为是纯植物的产品 会稍微感觉涩一点 但是产品很好 AVEDA的 最好...,真好，不错...,用了那么多年，真心的觉得很好，头发也改善了不少。...,有好感，会再买来用哦！...,很有针对性的产品，值得推荐。...,没觉得有什么特别的 我是中性发质 洗完不觉得很滋润甚至有点干 味道就是精油味 洗发水是啫喱状的所以清洁力相对还是比较强 不会回购...,不推荐..."
"1287","0.0","艾凡达双效自然面部隔离霜SPF15","彩妆","隔离霜","艾凡达 (Aveda)",,"712","612","53","就喜欢这个...,这款隔离很好，抹上去以后感觉很清透，没有粘腻感,自己显得很有活力。...,很保湿，很自然，尤其是提亮肤色效果非常好，改善暗哑肤色，令肤色红润，好产品。...,非常棒的底妆产品，而且还能修护肌肤，轻松打造透感裸妆肌。...,她们家的东西造型都很特别，是女孩子钟爱的款。关注中............听JM说效果不错，打算败来试试。...,在专柜试了一下，感觉超级好！...,底妆隔离液，真的很好用！很细腻，而且不油，又能保持很长时间，显得脸色真的很白皙！...,这款隔离霜有多人在用，我是朋友推荐买的，用后我很喜欢呢！...,用着感觉很好，味道也很喜欢，各方面效果都不错，也不会腻腻的，超喜欢。...,原本有点小暗沉、肤色不均，还略带小瑕疵的脸蛋在使用了这款产品之后立即变白了，肤色也均匀了许多，质地很轻薄，没有厚重的妆感。..."
"1288","210.0","艾凡达护手霜","手甲美护","护手霜","艾凡达 (Aveda)",,"918","786","42","润泽而又天然的护手霜。用着蛮舒服的，就是死贵...,这款护手霜质地很柔软啊，保湿效果很好啊，延展也不错啊很好吸收，不油腻，质地比较温和啊。...,因为我在 卖 这个 ，所以用的机会多 这个味道很喜欢 是植物混合味道 滋润度和皮肤吸收度较高 春秋季 这个是我的必备品。 因为工作的关系 手经常裂开 这个是吸收到手里 慢慢修复的 很好...,喜欢这个品牌...,质地挺厚，会有滑滑的感觉，但不油，味道也很好闻...,非常非常的水润，好吸收，味道也让人很欣喜...,外表很可爱，随身携带很方便...,作为护手霜这个算是我买的比较好的了，味道很好闻。保湿效果也很好，只是太保湿了，总是觉得手上凉凉的，夏天的时候还挺舒服的....,适合放在洗手台旁边...,秋冬气候干燥，用着正好..."
"1289","0.0","自然美人保加利亚玫瑰纯露","面部护理","化妆水","自然美人 (ZRMR)",,"1010","1142","36"," 玫瑰不仅外表美丽光鲜，其作用也是非常强大，玫瑰自古就是美容的圣品，从玫瑰茶，玫瑰糕点到玫瑰护肤，都具有美容养颜的功效，下面的这款来自玫瑰大道的保加利亚玫瑰纯露，第一次接触，看包装非常高大       大大的...,用了很惊喜...,一直在用这款...,好东西...,很赞...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,补水保湿效果都不错...,觉得现在用正好...,不推荐这款...,第一次接触自然美人保加利亚玫瑰纯露，效果让我很满意，大家都知道护肤是一个循序渐进的过程，长期坚持才能看到效果。肌肤已经产生的问题不会擦了东西就立竿见影，只能慢慢改善，总体来说这款产品是非常值得试一试的..."
"1290","0.0","CYCLAX可可油胡桃去角质身体磨砂膏","身体护理","身体磨砂","CYCLAX (cyclax)",,"874","730","19","软管的设计，方便使用，而且是很耐用的感觉，用起来不错，效果明显，冲洗也是很干净的呢，不错。...,力挺这款...,爱这个宝贝...,支持一下...,磨砂的质地效果很好啊，按摩很舒服，很舒服的软化角质层，不刺激。肤色感觉提亮了，轻柔的质地很好吸收啊。。。...,我和妈妈一直是这个牌子的忠实粉丝，用过很多产品，都很好。...,个人觉得他们家的东西还是很好的，用了很多年。...,跟风失败...,味道还说得过去,偶尔用一下也没感觉皮肤有多大改善,还是觉得沐浴盐更好使...味道特别的香，每次用过后，整个房间都是香，效果也不错，用完后皮肤很滑，推荐...,洁净能力也很不错，系统也没有紧绷的感觉。。不过去黑头油脂的能力一般，但是价格也蛮便宜，所以算是物美价廉吧！..."
"1291","0.0","自然美人红酒面膜","面部护理","面膜","自然美人 (ZRMR)","凝冻","1108","680","134","红酒的面膜一直都是我非常喜欢的一款，而且这款红酒面膜还是蛮好用的，首先质地很清透还有淡淡的红酒气息，就是美白的效果没太看出来，其他还比较满意，红酒的抗氧化效果不错哦。而且非常适合夜晚使用。用完时很舒服...,补水美白效果超赞，敷完之后皮肤软嫩白净，连毛孔都隐形了，而且比一般的P状面膜持续的时间要长...,用了感觉不错...,保湿效果很好，可以坚持到第二天，红酒有很好的抗氧化作用，并且可以天天敷，美白效果也很好，是我一直用的一款面膜，很喜欢。...,一直在用这款...,凑合，感觉不错...,感觉不大...,效果不太明显，抗氧化的面膜应该有别于其他面膜。效果不是一下子就看得出来的。酒的味道不是很强烈，比较温和。据说配合它家的美白精华素一起用，会有很明显的美白效果。我没有试过，但我一个同学是这样用的。她超级...,大S说的红酒面膜可以改善肤质。虽然不是她说的那个新生活面管的。不过这个在淘宝上可火了。跟着败了瓶。用了停好的。毛孔有细。并且大家说我白了。可能跟这个有关吧...,网上炒作的相当火爆，跟风败了一小瓶，刚开始用脸颊会痛，不洗的话脸上黏黏的很难受，洗的话又非常不好洗，美白啊，补水啊，都米看出来，放置了一段时间，后来打开发现它自己变少了，按道理说防氧化的产品应该不容易..."
"1292","56.0","CYCLAX月见草油+葡萄籽油补水面膜","面部护理","面膜","CYCLAX (cyclax)",,"774","624","20","昨天看到了海子的那句诗，觉得套用下这个格式还挺恰当的。这个面膜是同学之前送的，当时拿到手里沉甸甸的150ml就把我吓了一大跳，拆封之后挤出来一点，当即决定把它用做体膜而非面膜，原因听我细细道来： 1.质地。高...,我相信口碑...,好...,用了感觉不错...,第一次使用CYCLAX这个牌子的产品，感觉很不错，期待后续完美效果。会上来向JMS报告战果啦！...,坚持用也没效果...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,已经用了一个多月了，用完后脸上摸起来滑滑的，我老公都觉得手感不错...,凑合，感觉不错...,涂上20分钟后就差不多干了，用后皮肤软软的，感觉营养都补充充分了。..."
